user_id,interests,activity_level
user_1520,"['health', 'machine learning', 'fitness', 'food']",medium
user_1521,"['travel', 'javascript', 'fitness', 'social media', 'technology']",medium
user_1522,['marketing'],low
user_1523,['javascript'],low
user_1524,"['social media', 'investing', 'travel', 'food', 'web development']",high
user_1525,['javascript'],high
user_1526,"['marketing', 'data science']",low
user_1527,"['marketing', 'business', 'web development']",high
user_1528,"['ai', 'programming', 'social media']",low
user_1529,"['marketing', 'health', 'web development', 'investing']",low
user_1530,"['startups', 'finance', 'python']",high
user_1531,['machine learning'],high
user_1532,"['investing', 'web development', 'technology', 'business', 'ai']",medium
user_1533,"['programming', 'fitness']",low
user_1534,['programming'],medium
user_1535,"['finance', 'programming', 'health', 'investing']",high
user_1536,"['photography', 'design', 'health']",low
user_1537,['finance'],low
user_1538,"['food', 'data science', 'health']",medium
user_1539,"['travel', 'programming', 'investing', 'web development', 'food']",high
user_1540,['javascript'],low
user_1541,['data science'],low
user_1542,['art'],low
user_1543,"['data science', 'machine learning']",medium
user_1544,"['technology', 'food']",medium
user_1545,"['business', 'ai', 'finance', 'photography']",medium
user_1546,"['travel', 'marketing', 'business']",high
user_1547,"['startups', 'investing', 'design']",low
user_1548,['photography'],low
user_1549,"['web development', 'python', 'marketing', 'finance']",high
user_1550,"['python', 'art']",high
user_1551,"['art', 'fitness']",medium
user_1552,['social media'],low
user_1553,"['business', 'social media', 'fitness', 'design', 'finance']",medium
user_1554,"['investing', 'marketing']",high
user_1555,['programming'],high
user_1556,['startups'],high
user_1557,['business'],high
user_1558,['machine learning'],medium
user_1559,['travel'],high
user_1560,"['art', 'technology', 'fitness', 'ai']",high
user_1561,"['health', 'social media', 'programming']",low
user_1562,"['design', 'travel', 'business', 'programming']",high
user_1563,"['social media', 'photography', 'health', 'business', 'web development']",high
user_1564,"['social media', 'data science', 'ai', 'marketing', 'photography']",low
user_1565,"['health', 'fitness']",medium
user_1566,"['art', 'python', 'finance', 'marketing']",medium
user_1567,"['business', 'javascript', 'photography']",high
user_1568,"['ai', 'travel']",high
user_1569,"['startups', 'fitness', 'design', 'health', 'data science']",low
user_1570,['fitness'],low
user_1571,"['python', 'business', 'data science', 'javascript']",medium
user_1572,"['design', 'food', 'finance', 'marketing', 'investing']",low
user_1573,"['startups', 'social media']",medium
user_1574,['javascript'],low
user_1575,"['data science', 'fitness', 'technology', 'art', 'design']",high
user_1576,"['business', 'design', 'data science']",high
user_1577,"['javascript', 'data science']",low
user_1578,"['business', 'travel', 'health', 'social media', 'programming']",medium
user_1579,"['travel', 'investing', 'data science', 'health']",low
user_1580,"['food', 'health', 'art', 'marketing', 'social media']",high
user_1581,"['fitness', 'food', 'technology', 'python']",low
user_1582,"['health', 'marketing']",medium
user_1583,"['fitness', 'investing', 'data science', 'web development']",medium
user_1584,"['startups', 'investing', 'web development', 'travel']",low
user_1585,['health'],high
user_1586,"['programming', 'food', 'photography', 'art', 'finance']",low
user_1587,"['food', 'ai', 'design', 'art', 'marketing']",low
user_1588,['photography'],medium
user_1589,"['ai', 'web development', 'startups']",medium
user_1590,"['business', 'marketing', 'startups']",low
user_1591,"['ai', 'technology']",high
user_1592,"['data science', 'technology', 'python']",medium
user_1593,['finance'],low
user_1594,"['fitness', 'machine learning', 'javascript', 'web development', 'health']",high
user_1595,"['finance', 'fitness', 'python']",medium
user_1596,['ai'],high
user_1597,['investing'],medium
user_1598,"['python', 'health', 'investing', 'machine learning']",medium
user_1599,"['marketing', 'investing', 'photography', 'technology']",low
user_1600,"['technology', 'health', 'javascript', 'programming']",medium
user_1601,"['finance', 'python', 'travel', 'design']",medium
user_1602,['startups'],low
user_1603,"['travel', 'technology', 'python', 'finance']",medium
user_1604,"['programming', 'ai', 'technology']",medium
user_1605,"['marketing', 'health', 'photography']",low
user_1606,"['technology', 'programming']",medium
user_1607,"['technology', 'startups', 'business', 'python']",high
user_1608,"['finance', 'photography', 'programming', 'startups', 'business']",low
user_1609,"['social media', 'business', 'finance', 'python', 'machine learning']",high
user_1610,['social media'],high
user_1611,"['data science', 'health', 'investing', 'startups']",high
user_1612,"['health', 'technology', 'marketing']",high
user_1613,['art'],low
user_1614,['programming'],high
user_1615,"['ai', 'investing']",low
user_1616,"['travel', 'machine learning', 'startups', 'social media', 'photography']",high
user_1617,"['food', 'programming']",medium
user_1618,"['machine learning', 'marketing']",low
user_1619,"['programming', 'design']",medium
user_1620,"['finance', 'technology', 'business']",medium
user_1621,"['web development', 'travel', 'art']",low
user_1622,"['python', 'social media', 'health', 'data science']",low
user_1623,"['web development', 'investing']",low
user_1624,['fitness'],low
user_1625,['machine learning'],medium
user_1626,"['fitness', 'finance', 'investing']",low
user_1627,"['health', 'javascript', 'fitness']",high
user_1628,['marketing'],medium
user_1629,"['business', 'technology', 'web development', 'investing']",low
user_1630,"['travel', 'ai', 'design', 'business']",high
user_1631,['marketing'],medium
user_1632,"['finance', 'photography', 'social media', 'travel', 'startups']",medium
user_1633,"['investing', 'marketing', 'startups']",low
user_1634,"['travel', 'marketing', 'python', 'design', 'fitness']",medium
user_1635,"['design', 'business']",low
user_1636,"['data science', 'travel']",high
user_1637,"['finance', 'javascript']",high
user_1638,"['fitness', 'data science', 'technology']",medium
user_1639,"['programming', 'finance', 'photography']",high
user_1640,"['photography', 'ai']",medium
user_1641,"['art', 'fitness']",low
user_1642,"['design', 'travel', 'investing', 'technology', 'food']",medium
user_1643,['javascript'],high
user_1644,"['business', 'design']",low
user_1645,['investing'],high
user_1646,"['startups', 'food', 'data science']",low
user_1647,"['ai', 'startups', 'javascript', 'fitness']",low
user_1648,"['web development', 'programming']",medium
user_1649,"['photography', 'food', 'python', 'data science', 'social media']",high
user_1650,"['social media', 'photography', 'health', 'finance']",high
user_1651,"['design', 'travel', 'data science', 'web development', 'business']",low
user_1652,"['programming', 'data science', 'travel', 'marketing']",high
user_1653,"['health', 'social media', 'art']",medium
user_1654,"['marketing', 'programming']",high
user_1655,"['health', 'travel', 'marketing']",medium
user_1656,['fitness'],low
user_1657,['marketing'],low
user_1658,['marketing'],high
user_1659,['web development'],medium
user_1660,"['machine learning', 'fitness']",low
user_1661,"['marketing', 'programming', 'social media', 'design']",low
user_1662,['travel'],high
user_1663,['health'],low
user_1664,"['design', 'data science', 'social media', 'photography']",low
user_1665,"['business', 'finance']",medium
user_1666,"['social media', 'ai', 'health']",medium
user_1667,['startups'],medium
user_1668,"['ai', 'photography', 'startups', 'design', 'art']",high
user_1669,['python'],high
user_1670,"['food', 'javascript', 'photography']",medium
user_1671,"['health', 'javascript']",low
user_1672,"['finance', 'python', 'social media', 'machine learning']",low
user_1673,"['social media', 'health']",medium
user_1674,"['photography', 'social media']",high
user_1675,"['art', 'web development', 'photography']",low
user_1676,"['ai', 'fitness', 'marketing']",low
user_1677,"['travel', 'design', 'marketing']",low
user_1678,['investing'],low
user_1679,"['fitness', 'health', 'marketing']",medium
user_1680,"['programming', 'fitness', 'art', 'business']",high
user_1681,['travel'],low
user_1682,"['investing', 'social media', 'travel', 'food', 'art']",medium
user_1683,"['marketing', 'python', 'machine learning']",low
user_1684,['social media'],low
user_1685,"['technology', 'social media', 'startups', 'marketing']",medium
user_1686,"['web development', 'programming']",high
user_1687,"['technology', 'finance']",high
user_1688,['fitness'],medium
user_1689,"['fitness', 'social media', 'programming']",high
user_1690,"['machine learning', 'marketing', 'finance']",medium
user_1691,"['startups', 'web development', 'art', 'travel', 'investing']",medium
user_1692,['marketing'],low
user_1693,"['art', 'javascript', 'health', 'design', 'food']",high
user_1694,"['health', 'javascript']",low
user_1695,['social media'],high
user_1696,"['web development', 'business', 'python']",medium
user_1697,['food'],low
user_1698,"['travel', 'machine learning']",low
user_1699,"['social media', 'food']",low
user_1700,"['design', 'food']",medium
user_1701,['programming'],medium
user_1702,"['javascript', 'startups', 'social media']",high
user_1703,"['python', 'programming', 'javascript']",high
user_1704,"['investing', 'health', 'startups', 'ai', 'travel']",medium
user_1705,"['python', 'business', 'travel']",high
user_1706,['data science'],high
user_1707,"['photography', 'ai', 'data science']",high
user_1708,['business'],low
user_1709,"['business', 'marketing', 'ai']",medium
user_1710,"['programming', 'javascript', 'business', 'health']",low
user_1711,"['fitness', 'data science', 'marketing', 'travel']",medium
user_1712,"['food', 'python', 'investing', 'startups']",high
user_1713,"['food', 'technology', 'programming', 'fitness']",medium
user_1714,"['photography', 'machine learning', 'startups']",low
user_1715,"['photography', 'programming']",low
user_1716,"['startups', 'javascript', 'social media', 'programming']",low
user_1717,"['data science', 'marketing']",medium
user_1718,"['health', 'python', 'finance', 'business']",low
user_1719,"['investing', 'design', 'startups', 'social media']",high
user_1720,"['business', 'social media']",medium
user_1721,"['social media', 'javascript', 'marketing', 'investing', 'technology']",high
user_1722,"['data science', 'machine learning', 'technology']",medium
user_1723,['food'],medium
user_1724,"['python', 'web development', 'marketing']",medium
user_1725,"['food', 'technology']",medium
user_1726,"['javascript', 'machine learning', 'health']",low
user_1727,"['fitness', 'finance', 'business', 'programming', 'health']",high
user_1728,"['data science', 'programming', 'marketing', 'javascript', 'finance']",medium
user_1729,['travel'],medium
user_1730,"['art', 'startups', 'web development']",medium
user_1731,"['business', 'fitness', 'art']",medium
user_1732,"['photography', 'marketing', 'social media', 'programming']",high
user_1733,"['machine learning', 'finance', 'art']",low
user_1734,"['health', 'programming']",high
user_1735,['startups'],medium
user_1736,['photography'],medium
user_1737,"['finance', 'data science']",low
user_1738,['social media'],medium
user_1739,['programming'],medium
user_1740,"['investing', 'web development', 'fitness', 'food', 'business']",medium
user_1741,"['machine learning', 'finance']",high
user_1742,"['social media', 'design', 'finance', 'programming', 'business']",medium
user_1743,['social media'],high
user_1744,"['art', 'technology', 'finance', 'design']",low
user_1745,"['investing', 'photography', 'programming']",medium
user_1746,"['programming', 'startups']",low
user_1747,"['food', 'technology', 'python', 'investing']",high
user_1748,['art'],high
user_1749,"['business', 'python']",low
user_1750,['finance'],high
user_1751,"['social media', 'python', 'finance']",high
user_1752,"['web development', 'food']",medium
user_1753,['art'],medium
user_1754,"['ai', 'art']",high
user_1755,"['social media', 'business', 'food', 'programming']",high
user_1756,['art'],medium
user_1757,"['business', 'finance']",high
user_1758,"['design', 'machine learning']",high
user_1759,"['javascript', 'art', 'data science', 'photography']",medium
user_1760,"['fitness', 'javascript', 'photography']",high
user_1761,"['startups', 'social media']",high
user_1762,"['startups', 'business', 'ai', 'fitness', 'investing']",high
user_1763,"['design', 'python', 'javascript', 'technology', 'data science']",low
user_1764,['social media'],high
user_1765,['data science'],low
user_1766,"['javascript', 'design', 'social media']",medium
user_1767,"['art', 'fitness', 'finance']",high
user_1768,"['health', 'python']",low
user_1769,"['finance', 'investing']",low
user_1770,"['python', 'design']",high
user_1771,"['fitness', 'marketing', 'ai', 'health']",low
user_1772,['social media'],medium
user_1773,"['machine learning', 'startups', 'business', 'python', 'social media']",high
user_1774,"['food', 'programming']",medium
user_1775,"['data science', 'health', 'machine learning', 'startups']",low
user_1776,"['marketing', 'photography', 'web development', 'javascript']",high
user_1777,"['machine learning', 'investing']",low
user_1778,"['data science', 'art']",low
user_1779,"['art', 'business']",low
user_1780,"['investing', 'ai', 'technology', 'fitness']",medium
user_1781,"['travel', 'web development', 'machine learning', 'social media', 'health']",medium
user_1782,"['travel', 'marketing', 'food', 'design']",high
user_1783,"['food', 'design']",high
user_1784,"['art', 'web development', 'ai', 'food', 'programming']",medium
user_1785,"['business', 'ai', 'design']",medium
user_1786,"['finance', 'business', 'design', 'photography', 'marketing']",low
user_1787,"['travel', 'investing']",high
user_1788,"['art', 'marketing']",low
user_1789,"['data science', 'marketing', 'photography', 'finance', 'startups']",medium
user_1790,"['ai', 'investing', 'startups']",low
user_1791,"['art', 'photography', 'machine learning', 'fitness', 'ai']",low
user_1792,"['marketing', 'python', 'startups', 'data science']",medium
user_1793,"['machine learning', 'social media', 'photography', 'marketing']",medium
user_1794,"['business', 'photography', 'travel', 'health']",high
user_1795,"['machine learning', 'data science', 'design', 'python']",medium
user_1796,"['web development', 'data science', 'fitness']",medium
user_1797,"['web development', 'marketing', 'design', 'machine learning', 'health']",medium
user_1798,"['startups', 'travel', 'ai', 'investing', 'python']",high
user_1799,"['health', 'fitness', 'data science', 'finance']",high
user_1800,"['design', 'photography']",high
user_1801,"['investing', 'technology', 'design']",low
user_1802,"['javascript', 'food', 'startups', 'investing']",high
user_1803,"['marketing', 'programming']",low
user_1804,"['business', 'javascript', 'design', 'machine learning', 'finance']",high
user_1805,"['fitness', 'health', 'startups']",medium
user_1806,"['investing', 'ai', 'data science', 'photography', 'technology']",high
user_1807,"['marketing', 'ai', 'investing']",medium
user_1808,['art'],low
user_1809,"['photography', 'ai', 'startups', 'technology']",medium
user_1810,"['marketing', 'ai', 'technology', 'startups', 'finance']",low
user_1811,"['food', 'javascript']",medium
user_1812,['web development'],medium
user_1813,"['data science', 'ai', 'travel', 'fitness']",medium
user_1814,"['finance', 'health']",low
user_1815,"['design', 'business', 'technology']",medium
user_1816,"['finance', 'food', 'marketing', 'ai', 'design']",low
user_1817,"['javascript', 'marketing', 'health', 'design', 'travel']",medium
user_1818,"['art', 'social media', 'machine learning', 'startups', 'health']",low
user_1819,['business'],low
user_1820,"['data science', 'art', 'ai']",low
user_1821,"['programming', 'design', 'business']",low
user_1822,"['data science', 'travel', 'art', 'programming']",high
user_1823,"['marketing', 'art', 'startups']",medium
user_1824,"['social media', 'art', 'finance', 'data science']",low
user_1825,['python'],low
user_1826,"['marketing', 'python', 'ai', 'business']",low
user_1827,['health'],low
user_1828,"['marketing', 'business', 'investing', 'social media', 'web development']",high
user_1829,['health'],low
user_1830,"['fitness', 'ai']",medium
user_1831,"['python', 'travel']",low
user_1832,"['fitness', 'photography', 'travel']",low
user_1833,['fitness'],high
user_1834,"['python', 'social media', 'javascript', 'photography']",medium
user_1835,['design'],high
user_1836,"['machine learning', 'web development', 'marketing']",medium
user_1837,"['food', 'marketing']",high
user_1838,"['ai', 'python', 'marketing', 'fitness', 'social media']",high
user_1839,"['business', 'marketing']",low
user_1840,"['javascript', 'art', 'data science']",medium
user_1841,['art'],medium
user_1842,"['fitness', 'business', 'programming']",high
user_1843,"['investing', 'design', 'finance']",medium
user_1844,"['ai', 'startups', 'photography']",low
user_1845,"['technology', 'python', 'ai']",low
user_1846,"['design', 'data science', 'finance', 'machine learning']",low
user_1847,"['data science', 'photography', 'social media', 'web development', 'fitness']",high
user_1848,"['javascript', 'web development', 'health', 'travel', 'machine learning']",high
user_1849,"['health', 'marketing', 'food', 'fitness', 'technology']",medium
user_1850,['programming'],high
user_1851,"['web development', 'investing', 'marketing']",low
user_1852,"['python', 'web development', 'photography', 'machine learning', 'ai']",medium
user_1853,['art'],low
user_1854,['business'],medium
user_1855,"['data science', 'art', 'investing', 'technology']",high
user_1856,['web development'],high
user_1857,"['marketing', 'data science']",low
user_1858,"['startups', 'finance', 'technology', 'python']",medium
user_1859,"['art', 'finance', 'marketing', 'investing', 'startups']",medium
user_1860,"['photography', 'marketing', 'social media', 'ai']",medium
user_1861,"['technology', 'ai', 'python', 'programming']",high
user_1862,['machine learning'],high
user_1863,"['data science', 'investing', 'design', 'technology']",medium
user_1864,['technology'],medium
user_1865,"['startups', 'javascript', 'finance']",low
user_1866,"['business', 'data science', 'health']",high
user_1867,"['marketing', 'food', 'programming']",high
user_1868,"['travel', 'finance', 'investing']",medium
user_1869,"['art', 'javascript', 'machine learning']",high
user_1870,"['investing', 'programming']",high
user_1871,"['startups', 'business', 'python', 'travel', 'programming']",medium
user_1872,"['startups', 'fitness', 'art']",medium
user_1873,['javascript'],low
user_1874,"['finance', 'python', 'programming', 'business']",high
user_1875,['health'],medium
user_1876,"['design', 'ai', 'business']",medium
user_1877,"['social media', 'business']",low
user_1878,"['food', 'marketing', 'art', 'web development', 'data science']",medium
user_1879,"['web development', 'health', 'marketing', 'machine learning', 'photography']",medium
user_1880,['javascript'],high
user_1881,"['design', 'technology']",medium
user_1882,"['finance', 'programming', 'machine learning', 'art', 'python']",medium
user_1883,"['food', 'startups', 'travel', 'design']",medium
user_1884,['health'],high
user_1885,['programming'],medium
user_1886,['investing'],high
user_1887,['ai'],high
user_1888,"['python', 'programming', 'machine learning', 'travel', 'fitness']",low
user_1889,"['marketing', 'health', 'social media', 'travel', 'technology']",medium
user_1890,"['investing', 'finance', 'data science', 'machine learning', 'social media']",low
user_1891,"['investing', 'photography', 'data science']",low
user_1892,"['programming', 'marketing']",high
user_1893,"['python', 'travel', 'programming']",high
user_1894,"['health', 'web development', 'finance', 'technology']",medium
user_1895,"['ai', 'technology']",high
user_1896,"['design', 'investing']",medium
user_1897,"['machine learning', 'photography', 'technology', 'food', 'finance']",low
user_1898,['health'],medium
user_1899,"['design', 'health', 'photography', 'technology', 'machine learning']",medium
user_1900,"['python', 'finance', 'art', 'food']",low
user_1901,"['food', 'investing']",high
user_1902,"['fitness', 'marketing', 'social media', 'photography', 'investing']",low
user_1903,"['startups', 'ai', 'marketing', 'fitness']",low
user_1904,"['data science', 'business', 'machine learning']",medium
user_1905,"['startups', 'technology', 'design', 'marketing']",high
user_1906,"['investing', 'data science', 'design', 'health']",high
user_1907,['marketing'],low
user_1908,['fitness'],medium
user_1909,['travel'],medium
user_1910,['programming'],medium
user_1911,"['food', 'startups', 'javascript']",medium
user_1912,['fitness'],low
user_1913,['data science'],high
user_1914,"['fitness', 'machine learning', 'ai', 'technology', 'marketing']",high
user_1915,"['marketing', 'photography', 'design', 'travel', 'javascript']",medium
user_1916,['business'],medium
user_1917,"['food', 'technology', 'travel', 'data science', 'web development']",high
user_1918,"['machine learning', 'web development', 'photography']",low
user_1919,['design'],medium
user_1920,"['art', 'technology']",low
user_1921,['marketing'],low
user_1922,"['ai', 'travel', 'web development', 'food', 'data science']",medium
user_1923,"['travel', 'technology']",low
user_1924,"['marketing', 'social media']",medium
user_1925,"['marketing', 'fitness']",high
user_1926,"['web development', 'javascript', 'finance', 'startups']",medium
user_1927,"['programming', 'marketing', 'art']",high
user_1928,"['finance', 'design', 'food', 'web development']",low
user_1929,"['business', 'javascript', 'finance', 'startups', 'design']",high
user_1930,"['food', 'ai']",high
user_1931,"['social media', 'python', 'finance', 'ai']",high
user_1932,['machine learning'],high
user_1933,"['fitness', 'technology', 'web development']",high
user_1934,"['investing', 'social media']",high
user_1935,"['investing', 'design', 'fitness']",high
user_1936,"['marketing', 'ai', 'art']",low
user_1937,['art'],high
user_1938,['art'],high
user_1939,"['social media', 'data science', 'investing', 'fitness']",high
user_1940,"['javascript', 'python', 'health', 'art', 'data science']",low
user_1941,"['social media', 'programming', 'photography', 'web development', 'art']",low
user_1942,['social media'],medium
user_1943,"['photography', 'art']",medium
user_1944,"['programming', 'travel']",low
user_1945,"['investing', 'data science', 'photography']",high
user_1946,"['design', 'food']",high
user_1947,['design'],high
user_1948,"['web development', 'social media']",high
user_1949,"['investing', 'marketing', 'food']",low
user_1950,"['ai', 'marketing']",low
user_1951,"['finance', 'technology', 'javascript', 'health']",low
user_1952,['ai'],high
user_1953,"['fitness', 'ai', 'photography', 'javascript']",high
user_1954,"['javascript', 'food', 'python', 'machine learning']",medium
user_1955,['art'],high
user_1956,"['technology', 'business', 'photography']",medium
user_1957,"['business', 'travel', 'social media', 'technology']",high
user_1958,"['web development', 'investing', 'ai']",high
user_1959,['marketing'],high
user_1960,"['finance', 'machine learning']",high
user_1961,"['business', 'food', 'python']",low
user_1962,['photography'],high
user_1963,"['fitness', 'ai']",low
user_1964,"['technology', 'python', 'marketing', 'web development']",high
user_1965,"['social media', 'startups', 'fitness', 'art', 'investing']",high
user_1966,['python'],low
user_1967,"['machine learning', 'business', 'design', 'art', 'finance']",medium
user_1968,"['technology', 'fitness', 'art', 'startups', 'ai']",high
user_1969,"['food', 'design', 'finance']",medium
user_1970,"['design', 'fitness', 'food', 'travel']",low
user_1971,['health'],medium
user_1972,"['data science', 'marketing', 'health']",high
user_1973,"['business', 'technology', 'fitness']",low
user_1974,"['web development', 'technology', 'investing']",medium
user_1975,"['python', 'javascript', 'travel']",medium
user_1976,"['machine learning', 'social media', 'javascript', 'photography', 'startups']",low
user_1977,"['marketing', 'javascript', 'photography', 'finance']",low
user_1978,"['finance', 'marketing']",medium
user_1979,"['machine learning', 'business', 'ai', 'technology']",low
user_1980,"['food', 'programming', 'startups', 'finance', 'photography']",medium
user_1981,['javascript'],medium
user_1982,['photography'],high
user_1983,"['marketing', 'fitness']",low
user_1984,"['social media', 'programming', 'ai', 'technology', 'photography']",medium
user_1985,"['photography', 'art', 'social media', 'health']",high
user_1986,"['machine learning', 'data science', 'food', 'travel']",medium
user_1987,"['data science', 'ai', 'programming', 'social media']",low
user_1988,"['photography', 'technology']",high
user_1989,"['business', 'marketing', 'data science']",low
user_1990,"['ai', 'python', 'web development', 'art']",high
user_1991,['technology'],medium
user_1992,"['health', 'business', 'programming']",medium
user_1993,"['data science', 'photography', 'machine learning', 'marketing']",low
user_1994,"['investing', 'photography', 'art', 'fitness']",low
user_1995,"['python', 'social media', 'food', 'travel', 'technology']",high
user_1996,"['photography', 'food']",low
user_1997,['startups'],medium
user_1998,"['ai', 'food', 'business']",medium
user_1999,"['investing', 'travel', 'data science']",medium
user_2000,"['fitness', 'design', 'art', 'programming', 'investing']",low
user_2001,['art'],high
user_2002,"['art', 'marketing', 'business', 'javascript']",medium
user_2003,['photography'],medium
user_2004,"['finance', 'art', 'ai', 'health']",low
user_2005,"['technology', 'marketing', 'art', 'ai']",medium
user_2006,"['finance', 'investing']",medium
user_2007,"['investing', 'web development']",high
user_2008,"['machine learning', 'social media', 'data science']",medium
user_2009,"['business', 'health', 'photography', 'investing']",high
user_2010,"['travel', 'web development', 'finance', 'machine learning', 'social media']",medium
user_2011,['fitness'],medium
user_2012,"['javascript', 'health']",high
user_2013,"['design', 'finance', 'social media']",low
user_2014,"['travel', 'art', 'investing']",high
user_2015,"['social media', 'art', 'web development', 'startups', 'ai']",low
user_2016,"['technology', 'finance']",high
user_2017,"['food', 'design', 'business']",low
user_2018,"['photography', 'machine learning', 'python']",medium
user_2019,"['marketing', 'data science', 'javascript', 'finance', 'machine learning']",low
user_2020,['data science'],medium
user_2021,"['finance', 'ai', 'art', 'technology', 'web development']",low
user_2022,"['machine learning', 'investing', 'python']",medium
user_2023,"['programming', 'ai']",medium
user_2024,"['technology', 'ai', 'web development', 'marketing']",low
user_2025,"['javascript', 'marketing']",high
user_2026,"['social media', 'travel']",medium
user_2027,"['python', 'social media', 'travel', 'javascript']",low
user_2028,"['health', 'social media', 'travel', 'investing', 'machine learning']",high
user_2029,['finance'],high
user_2030,['finance'],medium
user_2031,"['web development', 'art', 'food', 'technology', 'javascript']",high
user_2032,"['travel', 'food', 'machine learning', 'javascript']",low
user_2033,"['technology', 'programming']",high
user_2034,"['data science', 'javascript', 'photography', 'python', 'programming']",medium
user_2035,"['design', 'business', 'investing']",low
user_2036,"['web development', 'javascript', 'travel']",high
user_2037,"['technology', 'marketing']",high
user_2038,"['investing', 'business', 'health', 'finance', 'marketing']",medium
user_2039,"['social media', 'art']",low
user_2040,"['health', 'machine learning', 'programming']",medium
user_2041,['photography'],medium
user_2042,['python'],medium
user_2043,['business'],medium
user_2044,"['python', 'machine learning', 'business', 'programming']",high
user_2045,"['business', 'web development', 'fitness']",high
user_2046,"['finance', 'marketing', 'photography']",medium
user_2047,['photography'],low
user_2048,"['data science', 'web development']",medium
user_2049,['design'],medium
user_2050,"['javascript', 'marketing', 'health']",high
user_2051,"['javascript', 'food', 'startups']",medium
user_2052,"['python', 'web development', 'programming', 'food']",low
user_2053,"['social media', 'investing', 'python']",high
user_2054,"['python', 'technology', 'startups', 'finance']",high
user_2055,"['javascript', 'health', 'startups', 'investing']",high
user_2056,"['startups', 'social media', 'web development', 'finance']",medium
user_2057,"['food', 'business', 'social media']",high
user_2058,"['travel', 'python', 'photography', 'programming', 'technology']",low
user_2059,"['machine learning', 'marketing', 'python']",low
user_2060,"['startups', 'health', 'business']",high
user_2061,"['health', 'technology']",high
user_2062,"['travel', 'programming']",low
user_2063,"['design', 'machine learning', 'investing', 'food', 'javascript']",medium
user_2064,"['ai', 'fitness']",low
user_2065,"['javascript', 'data science', 'photography', 'travel']",high
user_2066,['data science'],high
user_2067,"['technology', 'design', 'ai', 'social media', 'marketing']",high
user_2068,"['startups', 'design', 'ai', 'javascript']",high
user_2069,"['photography', 'python', 'finance', 'social media']",high
user_2070,"['web development', 'design', 'data science', 'javascript']",medium
user_2071,['finance'],high
user_2072,"['photography', 'web development', 'art']",high
user_2073,"['health', 'food']",low
user_2074,"['business', 'javascript', 'fitness']",high
user_2075,"['machine learning', 'ai', 'social media', 'finance', 'data science']",low
user_2076,"['business', 'photography', 'design']",high
user_2077,"['travel', 'javascript']",high
user_2078,"['business', 'food', 'investing']",high
user_2079,['startups'],medium
user_2080,['marketing'],low
user_2081,"['health', 'marketing', 'javascript', 'programming']",medium
user_2082,"['programming', 'food', 'design']",medium
user_2083,"['startups', 'fitness', 'finance', 'travel', 'marketing']",low
user_2084,"['marketing', 'photography']",medium
user_2085,"['fitness', 'design', 'data science', 'travel']",high
user_2086,"['social media', 'investing', 'python']",medium
user_2087,['marketing'],low
user_2088,['javascript'],medium
user_2089,"['health', 'web development', 'programming', 'technology']",low
user_2090,"['business', 'technology', 'python']",low
user_2091,"['startups', 'finance']",medium
user_2092,"['marketing', 'javascript', 'design', 'social media']",low
user_2093,"['design', 'art']",low
user_2094,"['fitness', 'marketing', 'business', 'programming']",medium
user_2095,"['business', 'social media', 'fitness', 'marketing', 'travel']",medium
user_2096,"['startups', 'social media', 'art', 'web development', 'fitness']",low
user_2097,"['photography', 'finance', 'health']",high
user_2098,"['machine learning', 'travel']",high
user_2099,"['art', 'startups', 'photography', 'marketing', 'javascript']",high
user_2100,"['business', 'investing', 'machine learning', 'health']",low
user_2101,"['ai', 'food', 'technology', 'photography']",medium
user_2102,"['food', 'technology', 'data science', 'web development', 'ai']",high
user_2103,['finance'],medium
user_2104,"['fitness', 'ai', 'javascript', 'business']",low
user_2105,"['machine learning', 'ai']",high
user_2106,"['travel', 'ai']",medium
user_2107,"['health', 'startups', 'business', 'javascript', 'art']",low
user_2108,"['javascript', 'food', 'programming', 'python', 'data science']",low
user_2109,"['business', 'travel', 'ai']",medium
user_2110,"['programming', 'machine learning', 'marketing', 'design']",low
user_2111,"['programming', 'technology', 'ai', 'machine learning']",high
user_2112,"['javascript', 'investing']",high
user_2113,"['finance', 'programming', 'design', 'technology']",low
user_2114,"['finance', 'startups', 'ai', 'machine learning']",medium
user_2115,"['ai', 'machine learning', 'startups', 'fitness']",low
user_2116,['ai'],medium
user_2117,"['fitness', 'business']",medium
user_2118,"['python', 'health', 'fitness', 'investing']",low
user_2119,"['design', 'python', 'data science', 'javascript', 'machine learning']",high
user_2120,"['finance', 'fitness', 'ai', 'social media', 'travel']",medium
user_2121,"['data science', 'food', 'javascript', 'web development', 'health']",low
user_2122,"['business', 'technology', 'data science']",medium
user_2123,"['programming', 'technology']",low
user_2124,"['web development', 'investing', 'health']",medium
user_2125,"['fitness', 'startups', 'javascript']",medium
user_2126,"['technology', 'python', 'startups', 'web development', 'social media']",low
user_2127,"['design', 'technology', 'startups', 'marketing']",medium
user_2128,['data science'],medium
user_2129,"['javascript', 'social media', 'business', 'finance', 'marketing']",low
user_2130,"['finance', 'ai', 'programming', 'data science']",high
user_2131,"['python', 'machine learning']",medium
user_2132,['startups'],medium
user_2133,"['marketing', 'travel', 'python', 'ai']",medium
user_2134,['food'],high
user_2135,"['javascript', 'data science', 'business', 'social media']",medium
user_2136,"['business', 'travel', 'photography']",low
user_2137,"['health', 'design']",medium
